video_id,label,split,attack_type,support_type,environment,client_id,dataset_name,score,threshold,pred_label,correct,error_type,margin_to_threshold,class_confidence_margin
devel__real__real__client113_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client113,replay-attack,0.0001954109320649,0.018,0,1,CORRECT,0.017804589067935098,0.017804589067935098
devel__real__real__client116_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client116,replay-attack,0.0001890092799757,0.018,0,1,CORRECT,0.0178109907200243,0.0178109907200243
devel__real__real__client111_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client111,replay-attack,0.0001839000324252,0.018,0,1,CORRECT,0.0178160999675748,0.0178160999675748
devel__real__real__client116_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client116,replay-attack,0.0001786863179983,0.018,0,1,CORRECT,0.0178213136820017,0.0178213136820017
devel__real__real__client113_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client113,replay-attack,0.0001774690873307,0.018,0,1,CORRECT,0.017822530912669297,0.017822530912669297
devel__real__real__client111_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client111,replay-attack,0.0001723528284029,0.018,0,1,CORRECT,0.0178276471715971,0.0178276471715971
devel__real__real__client114_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client114,replay-attack,0.0001708340635311,0.018,0,1,CORRECT,0.0178291659364689,0.0178291659364689
devel__real__real__client113_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client113,replay-attack,0.0001534560301065,0.018,0,1,CORRECT,0.0178465439698935,0.0178465439698935
devel__real__real__client114_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client114,replay-attack,0.000145334747768,0.018,0,1,CORRECT,0.017854665252231998,0.017854665252231998
devel__attack__hand__attack_mobile_client111_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client111,replay-attack,0.8300917202776129,0.018,1,1,CORRECT,0.8120917202776129,0.8120917202776129
devel__attack__hand__attack_mobile_client017_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client017,replay-attack,0.8775534413077615,0.018,1,1,CORRECT,0.8595534413077615,0.8595534413077615
devel__attack__hand__attack_mobile_client118_session01_mobile_video_adverse,1,devel,video,hand,adverse,client118,replay-attack,0.9067651737820018,0.018,1,1,CORRECT,0.8887651737820018,0.8887651737820018
devel__attack__fixed__attack_mobile_client010_session01_mobile_photo_adverse,1,devel,photo,fixed,adverse,client010,replay-attack,0.9784502278674732,0.018,1,1,CORRECT,0.9604502278674731,0.9604502278674731
devel__attack__hand__attack_mobile_client118_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client118,replay-attack,0.9858811714432456,0.018,1,1,CORRECT,0.9678811714432456,0.9678811714432456
devel__attack__hand__attack_mobile_client010_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client010,replay-attack,0.986909194426103,0.018,1,1,CORRECT,0.968909194426103,0.968909194426103
devel__attack__hand__attack_highdef_client017_session01_highdef_video_adverse,1,devel,video,hand,adverse,client017,replay-attack,0.9927430748939514,0.018,1,1,CORRECT,0.9747430748939514,0.9747430748939514
devel__attack__fixed__attack_highdef_client003_session01_highdef_photo_controlled,1,devel,photo,fixed,controlled,client003,replay-attack,0.9940929033539512,0.018,1,1,CORRECT,0.9760929033539512,0.9760929033539512
devel__attack__hand__attack_mobile_client015_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client015,replay-attack,0.9943201487714594,0.018,1,1,CORRECT,0.9763201487714593,0.9763201487714593
devel__attack__fixed__attack_mobile_client113_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client113,replay-attack,0.9959948767315258,0.018,1,1,CORRECT,0.9779948767315257,0.9779948767315257
devel__attack__hand__attack_mobile_client022_session01_mobile_video_adverse,1,devel,video,hand,adverse,client022,replay-attack,0.9964731444012036,0.018,1,1,CORRECT,0.9784731444012036,0.9784731444012036
devel__attack__hand__attack_mobile_client029_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client029,replay-attack,0.9966810128905556,0.018,1,1,CORRECT,0.9786810128905555,0.9786810128905555
devel__attack__hand__attack_highdef_client022_session01_highdef_video_adverse,1,devel,video,hand,adverse,client022,replay-attack,0.997403773394498,0.018,1,1,CORRECT,0.979403773394498,0.979403773394498
devel__attack__hand__attack_highdef_client003_session01_highdef_photo_controlled,1,devel,photo,hand,controlled,client003,replay-attack,0.9975874640724876,0.018,1,1,CORRECT,0.9795874640724875,0.9795874640724875
devel__attack__fixed__attack_highdef_client003_session01_highdef_video_controlled,1,devel,video,fixed,controlled,client003,replay-attack,0.9978189685127952,0.018,1,1,CORRECT,0.9798189685127952,0.9798189685127952
devel__attack__hand__attack_mobile_client010_session01_mobile_photo_controlled,1,devel,photo,hand,controlled,client010,replay-attack,0.9979954632845792,0.018,1,1,CORRECT,0.9799954632845792,0.9799954632845792
devel__attack__hand__attack_mobile_client017_session01_mobile_video_adverse,1,devel,video,hand,adverse,client017,replay-attack,0.99828900532289,0.018,1,1,CORRECT,0.98028900532289,0.98028900532289
devel__attack__hand__attack_mobile_client015_session01_mobile_photo_controlled,1,devel,photo,hand,controlled,client015,replay-attack,0.998424009843306,0.018,1,1,CORRECT,0.980424009843306,0.980424009843306
devel__attack__fixed__attack_print_client017_session01_highdef_photo_adverse,1,devel,photo,fixed,adverse,client017,replay-attack,0.9985707727345552,0.018,1,1,CORRECT,0.9805707727345552,0.9805707727345552
devel__attack__hand__attack_mobile_client030_session01_mobile_video_adverse,1,devel,video,hand,adverse,client030,replay-attack,0.998827955939553,0.018,1,1,CORRECT,0.980827955939553,0.980827955939553
devel__attack__fixed__attack_highdef_client010_session01_highdef_video_adverse,1,devel,video,fixed,adverse,client010,replay-attack,0.999061579054052,0.018,1,1,CORRECT,0.981061579054052,0.981061579054052
devel__attack__hand__attack_mobile_client116_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client116,replay-attack,0.9991264668377964,0.018,1,1,CORRECT,0.9811264668377964,0.9811264668377964
devel__attack__hand__attack_print_client003_session01_highdef_photo_controlled,1,devel,photo,hand,controlled,client003,replay-attack,0.9993614825335416,0.018,1,1,CORRECT,0.9813614825335416,0.9813614825335416
devel__attack__hand__attack_highdef_client017_session01_highdef_video_controlled,1,devel,video,hand,controlled,client017,replay-attack,0.9993969906460156,0.018,1,1,CORRECT,0.9813969906460156,0.9813969906460156
devel__attack__fixed__attack_mobile_client022_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client022,replay-attack,0.9994681423360652,0.018,1,1,CORRECT,0.9814681423360652,0.9814681423360652
devel__attack__hand__attack_mobile_client119_session01_mobile_video_adverse,1,devel,video,hand,adverse,client119,replay-attack,0.999575977975672,0.018,1,1,CORRECT,0.981575977975672,0.981575977975672
devel__attack__fixed__attack_mobile_client101_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client101,replay-attack,0.999585059556094,0.018,1,1,CORRECT,0.981585059556094,0.981585059556094
devel__attack__fixed__attack_highdef_client101_session01_highdef_photo_controlled,1,devel,photo,fixed,controlled,client101,replay-attack,0.999589042230086,0.018,1,1,CORRECT,0.981589042230086,0.981589042230086
devel__attack__fixed__attack_mobile_client010_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client010,replay-attack,0.9995930736715144,0.018,1,1,CORRECT,0.9815930736715144,0.9815930736715144
devel__attack__hand__attack_mobile_client101_session01_mobile_photo_adverse,1,devel,photo,hand,adverse,client101,replay-attack,0.9996003291823649,0.018,1,1,CORRECT,0.9816003291823648,0.9816003291823648
devel__attack__fixed__attack_mobile_client003_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client003,replay-attack,0.9996019385077736,0.018,1,1,CORRECT,0.9816019385077736,0.9816019385077736
devel__attack__fixed__attack_highdef_client116_session01_highdef_video_adverse,1,devel,video,fixed,adverse,client116,replay-attack,0.9996137456460432,0.018,1,1,CORRECT,0.9816137456460432,0.9816137456460432
devel__attack__fixed__attack_print_client029_session01_highdef_photo_adverse,1,devel,photo,fixed,adverse,client029,replay-attack,0.9996342279694296,0.018,1,1,CORRECT,0.9816342279694296,0.9816342279694296
devel__attack__fixed__attack_mobile_client114_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client114,replay-attack,0.999639467759566,0.018,1,1,CORRECT,0.981639467759566,0.981639467759566
devel__attack__hand__attack_print_client118_session01_highdef_photo_adverse,1,devel,photo,hand,adverse,client118,replay-attack,0.9996500557119196,0.018,1,1,CORRECT,0.9816500557119195,0.9816500557119195
devel__attack__hand__attack_highdef_client030_session01_highdef_photo_controlled,1,devel,photo,hand,controlled,client030,replay-attack,0.9996632500128312,0.018,1,1,CORRECT,0.9816632500128312,0.9816632500128312
devel__attack__fixed__attack_mobile_client029_session01_mobile_video_controlled,1,devel,video,fixed,controlled,client029,replay-attack,0.9996661868962374,0.018,1,1,CORRECT,0.9816661868962374,0.9816661868962374
devel__attack__fixed__attack_mobile_client111_session01_mobile_photo_controlled,1,devel,photo,fixed,controlled,client111,replay-attack,0.9996719414537604,0.018,1,1,CORRECT,0.9816719414537604,0.9816719414537604
devel__attack__fixed__attack_highdef_client119_session01_highdef_photo_controlled,1,devel,photo,fixed,controlled,client119,replay-attack,0.9997319037264044,0.018,1,1,CORRECT,0.9817319037264044,0.9817319037264044
devel__attack__fixed__attack_mobile_client029_session01_mobile_photo_adverse,1,devel,photo,fixed,adverse,client029,replay-attack,0.9997563416307624,0.018,1,1,CORRECT,0.9817563416307624,0.9817563416307624
