frame_path,video_id,label,attack_type,split,frame_idx
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client015_session01_mobile_photo_controlled.jpg,attack_mobile_client015_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client015_session01_mobile_video_adverse.jpg,attack_mobile_client015_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client015_session01_mobile_video_controlled.jpg,attack_mobile_client015_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client017_session01_mobile_photo_adverse.jpg,attack_mobile_client017_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client017_session01_mobile_photo_controlled.jpg,attack_mobile_client017_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client017_session01_mobile_video_adverse.jpg,attack_mobile_client017_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client017_session01_mobile_video_controlled.jpg,attack_mobile_client017_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client022_session01_mobile_photo_adverse.jpg,attack_mobile_client022_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client022_session01_mobile_photo_controlled.jpg,attack_mobile_client022_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client022_session01_mobile_video_adverse.jpg,attack_mobile_client022_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client022_session01_mobile_video_controlled.jpg,attack_mobile_client022_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client029_session01_mobile_photo_adverse.jpg,attack_mobile_client029_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client029_session01_mobile_photo_controlled.jpg,attack_mobile_client029_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client029_session01_mobile_video_adverse.jpg,attack_mobile_client029_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client029_session01_mobile_video_controlled.jpg,attack_mobile_client029_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client030_session01_mobile_photo_adverse.jpg,attack_mobile_client030_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client030_session01_mobile_photo_controlled.jpg,attack_mobile_client030_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client030_session01_mobile_video_adverse.jpg,attack_mobile_client030_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client030_session01_mobile_video_controlled.jpg,attack_mobile_client030_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client101_session01_mobile_photo_adverse.jpg,attack_mobile_client101_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client101_session01_mobile_photo_controlled.jpg,attack_mobile_client101_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client101_session01_mobile_video_adverse.jpg,attack_mobile_client101_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client101_session01_mobile_video_controlled.jpg,attack_mobile_client101_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client111_session01_mobile_photo_adverse.jpg,attack_mobile_client111_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client111_session01_mobile_photo_controlled.jpg,attack_mobile_client111_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client111_session01_mobile_video_adverse.jpg,attack_mobile_client111_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client111_session01_mobile_video_controlled.jpg,attack_mobile_client111_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client113_session01_mobile_photo_adverse.jpg,attack_mobile_client113_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client113_session01_mobile_photo_controlled.jpg,attack_mobile_client113_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client113_session01_mobile_video_adverse.jpg,attack_mobile_client113_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client113_session01_mobile_video_controlled.jpg,attack_mobile_client113_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client114_session01_mobile_photo_adverse.jpg,attack_mobile_client114_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client114_session01_mobile_photo_controlled.jpg,attack_mobile_client114_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client114_session01_mobile_video_adverse.jpg,attack_mobile_client114_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client114_session01_mobile_video_controlled.jpg,attack_mobile_client114_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client116_session01_mobile_photo_adverse.jpg,attack_mobile_client116_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client116_session01_mobile_photo_controlled.jpg,attack_mobile_client116_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client116_session01_mobile_video_adverse.jpg,attack_mobile_client116_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client116_session01_mobile_video_controlled.jpg,attack_mobile_client116_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client118_session01_mobile_photo_adverse.jpg,attack_mobile_client118_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client118_session01_mobile_photo_controlled.jpg,attack_mobile_client118_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client118_session01_mobile_video_adverse.jpg,attack_mobile_client118_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client118_session01_mobile_video_controlled.jpg,attack_mobile_client118_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client119_session01_mobile_photo_adverse.jpg,attack_mobile_client119_session01_mobile_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client119_session01_mobile_photo_controlled.jpg,attack_mobile_client119_session01_mobile_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client119_session01_mobile_video_adverse.jpg,attack_mobile_client119_session01_mobile_video_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_mobile_client119_session01_mobile_video_controlled.jpg,attack_mobile_client119_session01_mobile_video_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client003_session01_highdef_photo_adverse.jpg,attack_print_client003_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client003_session01_highdef_photo_controlled.jpg,attack_print_client003_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client005_session01_highdef_photo_adverse.jpg,attack_print_client005_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client005_session01_highdef_photo_controlled.jpg,attack_print_client005_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client010_session01_highdef_photo_adverse.jpg,attack_print_client010_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client010_session01_highdef_photo_controlled.jpg,attack_print_client010_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client015_session01_highdef_photo_adverse.jpg,attack_print_client015_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client015_session01_highdef_photo_controlled.jpg,attack_print_client015_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client017_session01_highdef_photo_adverse.jpg,attack_print_client017_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client017_session01_highdef_photo_controlled.jpg,attack_print_client017_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client022_session01_highdef_photo_adverse.jpg,attack_print_client022_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client022_session01_highdef_photo_controlled.jpg,attack_print_client022_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client029_session01_highdef_photo_adverse.jpg,attack_print_client029_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client029_session01_highdef_photo_controlled.jpg,attack_print_client029_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client030_session01_highdef_photo_adverse.jpg,attack_print_client030_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client030_session01_highdef_photo_controlled.jpg,attack_print_client030_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client101_session01_highdef_photo_adverse.jpg,attack_print_client101_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client101_session01_highdef_photo_controlled.jpg,attack_print_client101_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client111_session01_highdef_photo_adverse.jpg,attack_print_client111_session01_highdef_photo_adverse,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client111_session01_highdef_photo_controlled.jpg,attack_print_client111_session01_highdef_photo_controlled,attack,fixed,devel,120
/Users/youbin/Desktop/replay_pad/frames_1frame/devel/attack/fixed/attack_print_client113_session01_highdef_photo_adverse.jpg,attack_print_client113_session01_highdef_photo_adverse,attack,fixed,devel,120
